response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Never attended school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.0803,Mixed / Neutral,staff_attitude,Additional services not aware of when attending the clinics,Social interaction,Additional services not aware of when attending the clinics,Services to be voluntary,More staffs to be added at facility to speed up the workload,No comments,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Kiasa Dispensary,GOK,Male,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,No,0.1521,Mixed / Neutral,"food_transport_support, access_cost",Nothing,Well treatment,Nothing,"Nothing, everything is well to her",Nothing,"Well encouraging, enough medication, well handling",She needs support on how she can reach the facility (transport),,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Adolescent Girl/Boy,Under 18,Nursery/Pre-school,Single,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.7184,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Being served by professional doctors,Nothing,Enough Septrin and equipments,"Adequate space in the CCC department, and Enough drugs","Staffs are supportive and understanding, staffs are welcoming",More teachings about HIV,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital.,GOK,Female,55-64,Never attended school,Widowed,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5719,Positive,"staff_attitude, equipment_space",Nothing,It has no effect,Nothing,Expansion of the facility.,Yes,"It's close to my home place, Doctors are friendly",Nothing.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,KSCH MFL.CODE13668,GOK,Female,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Unknown,Unknown,Unknown,Unknown,0.1882,Mixed / Neutral,"food_transport_support, equipment_space",Nothing,Friendliness to the clients,Nothing,More clinicians,More buildings a,Nothing,Support yo the clients,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Vipingo Rural Demonstration Health center,GOK,Female,45-54,Primary school,Separated,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5997,Positive,"staff_attitude, medicines_supplies",No comment,Doctors are friendly,No comment,No comment,Additional of more staffs,"Receive drugs on time,staffs are very friendly.",No comment,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,Kobuya Dispensary,GOK,Male,31 to 55,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8519,Positive,"staff_attitude, wait_time, medicines_supplies, counseling_mental_health",None,Good Friendly approach by the staff,None,Supply of Septrin tablets to patients.,Supply of Septrin tablets to the facility,"Friendly staff, Fast Service and Counselling/teaching services",Supply of Septrin tablets,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,Oriang SDA Health center-16284,FBO,Male,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Yes,Yes,Yes,Yes,0.8316,Positive,"staff_attitude, wait_time, equipment_space",Delays. I was kept waiting for over one hour,I got the service yes,Delays. I was kept waiting for over one hour,Improve on fast service,Add staff so that all services are done fast,"Delays, laxity, patients care is wanting",This service needs capacity building for the staff,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,No,-0.296,Negative,staff_attitude,Taking too long at the moment during services,Social interaction,Taking too long at the moment during services,Additional staffs to speed up the workload,Additional staffs,Taking too long at facility during service Delivery,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Very satisfied,Yes,No,Yes,Yes,Yes,Yes,0.233,Positive,staff_attitude,I didn't like how some staffs communicate with clients especially through phone calls,I like how the medical staffs advise clients,I didn't like how some staffs communicate with clients especially through phone calls,Provide porridge that they used to provide before,Not too sure,I like how the medical staffs handle clients,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Mariakani subcounty hospital-11566,GOK,Male,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7375,Positive,"staff_attitude, wait_time, food_transport_support, access_cost",No comment,Best and free services,No comment,Satisfied,Staffs to continue serving us faster without delay,1.best services 2.friendly staffs 3.free services,Transport to clinic and getting food is a challenge,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Godber health centre mfl code 13584,GOK,Female,25-34,Never attended school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.3195,Positive,"staff_attitude, medicines_supplies",No dislike,They help me not to contact other opportunistic diseases,No dislike,Drugs and medicine,More doctors,,No more,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Kiasa Dispensary,GOK,Male,18 to 30,Primary school,Widowed,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.9167,Positive,"staff_attitude, food_transport_support",Nothing,Good health and well encouraging by staff,Nothing,Everything is good for her,Nothing,"Good health since she joined this facility, well encouraging by the staff well handled",She needs support to start her own Business to prove her life,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,14022,GOK,Male,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.5255,Negative,"staff_attitude, wait_time",None,Quick service,None,Satisfied,Satisfied,Friendly staff,Thanks for donation,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital,GOK,Female,45-54,Never attended school,Widowed,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.128,Mixed / Neutral,"staff_attitude, wait_time, food_transport_support, confidentiality_stigma",Nothing,It has no effect,Nothing,The hospital should have enough Doctors,The hospital should be expanded,"Secretive and accurate,faster",Food plus support.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Never attended school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.3626,Negative,"staff_attitude, food_transport_support",Cancer screening services that you are just taken for a service without earlier communication,Social interaction,Cancer screening services that you are just taken for a service without earlier communication,To leave all services to be voluntary,Competent staffs,No comment,More support on food provision,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 15953,GOK,Male,55-64,Primary school,Widowed,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9313,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Good and comfortable,Nothing,Enough Septrin drugs and equipments,"Adequate space, enough Commodities and equipments to make work run smoothly","Hygiene of the facility, staffs are supportive and welcoming",Trainings and support groups,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,11384,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,-0.1611,Mixed / Neutral,"medicines_supplies, food_transport_support, equipment_space",No comment,Drug availability,No comment,Improving patient follow up,Giving longer ART medicine,No comment,Food support,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Adolescent Girl/Boy,65+,Primary school,Polygamous,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.8402,Positive,"staff_attitude, medicines_supplies, food_transport_support, counseling_mental_health",Nothing,ART medicine has improved my health greatly,Nothing,Counseling sessions,I,Friendly service providers,Support on other drugs,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,14022,GOK,Male,18 to 30,Primary school,Married,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.34,Negative,"staff_attitude, food_transport_support, confidentiality_stigma",None,Confidentiality and professional staff,None,None,None,,Provide food aid to the needy ccc clients,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Yala dispensary,GOK,Female,31 to 55,Secondary school,Other,Peer Monitor/ Educator,Satisfied,No,Other,Yes,No,Yes,Yes,0.7869,Positive,"staff_attitude, medicines_supplies, confidentiality_stigma",N A,Words of encouragement,N A,Avail enough drugs,Not sure,"High level of privacy is observed, friendly staffs",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,KSCH MFL CODE13668,GOK,Female,31 to 55,Nursery/Pre-school,Widowed,Peer Monitor/ Educator,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.7497,Positive,,Like the friendliness of the workers to the clients,Alikr,Like the friendliness of the workers to the clients,Appointment times,More health workers required,Nothing,No,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital (MFL code- 13608),GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7845,Positive,"staff_attitude, wait_time",Waiting time is too long,I like how the medical staffs inquire about my health,Waiting time is too long,Time management,Add more medical staffs,"I like the teachings before services, they keep us informed",Improve on home visits,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Mariakani subcounty hospital-11566,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.6164,Negative,"staff_attitude, counseling_mental_health",No comment,The services are good,No comment,Satisfied,No comments,1.free services 2.frequent Counselling 3.caring staffs,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Ndhiwa Sub County Hospital,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8477,Positive,"wait_time, medicines_supplies",We waited for long at the pharmacy,Their services today was fast,We waited for long at the pharmacy,Improve on service delivery,Improve on the service delivery,I like that their services are quality and I've never missed drugs,Just appealing to the government to give us financial aid,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital,GOK,Male,65+,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.1724,Mixed / Neutral,"equipment_space, confidentiality_stigma",No challenge,No effects on the body.,No challenge,Time should be taken to considering,Expansion of hospital,"Close to my home, secretive.",The hospital be improved.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Facility name Sino Dispensary Code14092,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Yes,Yes,Yes,Yes,0.4874,Positive,"wait_time, medicines_supplies, food_transport_support, equipment_space",Just ok,The service was quick,Just ok,Addition of septrine,Separation of building from other building of the hospital,Likes.1 Getting drugs on time 2.service is quick 3. No delay on lines,Supplies of the porrige flour,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Homabay referral,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,Yes,Not sure,Unknown,Unknown,Unknown,Unknown,0.8121,Positive,staff_attitude,Nothing,I like there services cause it helps my life,Nothing,I would like for them to aslo add special doctors at the ccc,Should add special staff,,I have nothing to add,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,Kobuya Dispensary,GOK,Male,31 to 55,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,No,0.2187,Positive,"staff_attitude, wait_time, confidentiality_stigma",None,Friendly approach,None,None for now,None. Satisfied with the service I'm getting,"friendly/Cordial staff, Confidentiality and Fast attention",None,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Female,35-44,Nursery/Pre-school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9118,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Services are good,Nothing,Enough Septrin and equipments,Adequate space and Enough drugs,Staffs are friendly and welcoming they do remind me about the clinic date,Support groups and trainings,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.6621,Negative,staff_attitude,Forced to take corona vaccine yet was not ready for it,Social interaction with the health providers,Forced to take corona vaccine yet was not ready for it,More awareness on services offered at facility,Competency at work,No comments,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,14022,GOK,Male,18 to 30,Never attended school,Widowed,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,No,Yes,Yes,0.1697,Mixed / Neutral,staff_attitude,None,Caring doctors,None,Satisfied,None,Caring doctors,Thanks for donating,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Female,25-34,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5682,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support, equipment_space",Delay in the hospital,Never had opportunistic infection since I began ART medicine,Delay in the hospital,Lab should open early,Lab to open early,Friendly service providers,Nutrition support,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Kiasa Dispensary,GOK,Male,18 to 30,Nursery/Pre-school,Widowed,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,No,0.8611,Positive,food_transport_support,Nothing,Good health since she joined ART and she also stong,Nothing,Nothing,Everything is ok to her she has seen nothing to be improved,"Good handle, well encouraging,",She needs support on her daily living. She has nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0772,Mixed / Neutral,"staff_attitude, wait_time, equipment_space",Waiting time is too long,Other medical tests are available,Waiting time is too long,Add more medical staffs to avoid delays,Add more medical staffs,I like how medical professionals handle clients,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Godber health centre mfl code 13584,GOK,Female,35-44,Primary school,Married,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,No,0.128,Mixed / Neutral,staff_attitude,The time of reporting by the doctor,They are of help to my life,The time of reporting by the doctor,Medication section,The doctors to come early,,No more,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Unknown,,LARCOD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,14022,GOK,Male,18 to 30,Primary school,Single,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5673,Positive,staff_attitude,None,Friendly staff,None,Add doctors,Satisfied,Decline to answer,Satisfied,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,No,-0.5719,Negative,"equipment_space, confidentiality_stigma, access_cost",Ccc room should be located where only clients are able to access not all people,Good relationship with clients,Ccc room should be located where only clients are able to access not all people,Confidentiality on rooms occupied by ccc clients,Competency at work,Cervical cancer screening done by force,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Facility name Sino dispensary Code 14092,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Yes,No,Yes,No,0.6124,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space",Ok,The service was was fast,Ok,Addition of septrine,The building should separated from other buildings,Likes.1 Getting drugs on time 2.No delay on line 3. Good staff,Just ok,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Female,35-44,Primary school,Widowed,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.8934,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Services good,Nothing,Enough drugs and equipments,Enough Septrin and equipments,"Staffs are friendly and welcoming, doctors are always available",Support groups to be provided,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07 07:36:48,2022-11,Homa Bay,Rachuonyo South,LARCOD,Yala dispensary,GOK,Female,31 to 55,Primary school,Widowed,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8357,Positive,"staff_attitude, medicines_supplies",N A,Relate well with clients,N A,Sometimes we experience shortage of drugs,Add staffs,"Tender loving care, no discrimination",Thanks to Yala staff for being considerate to clients to an extent of giving services on loan,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Mariakani subcounty hospital-11566,GOK,Male,45-54,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.802,Positive,"staff_attitude, medicines_supplies, food_transport_support",No comment,Best services,No comment,The staffs to continue caring about us,No comment,1.staffs are friendly 2.free drugs 3.best services,"Money to start businesses, food suppliments",,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Homabay referral,GOK,Male,55-64,Secondary school,Married,Unknown,Unknown,No,Not sure,Yes,Yes,Yes,Yes,0.7717,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",Nothing,Everything,Nothing,They should add more man power and more doctors to the facility to prevent being referred,Everything,,They should provide food supplements to boost people immune system add help people who cannot afford food and add doctors who can deal with diabetes and arthritis,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,KSCH MFL CODE13668,GOK,Female,31 to 55,Nursery/Pre-school,Single,Peer Monitor/ Educator,Satisfied,No,No,Yes,Yes,Yes,Yes,0.1635,Mixed / Neutral,food_transport_support,Time wastage,Good service,Time wastage,On timind,More health workers required,None,Nutritional support,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Male,45-54,Primary school,Polygamous,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.9217,Positive,"staff_attitude, medicines_supplies, food_transport_support, confidentiality_stigma",Crowding the clients breaches privacy,"ART medicine has improved my health greatly,",Crowding the clients breaches privacy,Increase number of service providers,Increase number of service providers,"ART medicine consistent, friendly service providers",Nutrition support program,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,No,No,Yes,Yes,Yes,Yes,0.6908,Positive,"staff_attitude, equipment_space",Nothing,Services are always available and the staffs are friendly,Nothing,Other medications apart from ART,The American medical staffs should come back,I like how medical staffs handle clients,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Nyandiwa level IV hospital,GOK,Male,18-24,Secondary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.5719,Positive,"medicines_supplies, equipment_space, confidentiality_stigma",The drugs are not enough,Time is well managed,The drugs are not enough,The drugs to be available,Ensure there are enough medicines,They have their privacy,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homa bay referral hospital,GOK,Male,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Very satisfied,Yes,No,Yes,Yes,Yes,Yes,0.552,Positive,"medicines_supplies, food_transport_support",Coming without a bottle of medicine causes one not to be given medication,Good management,Coming without a bottle of medicine causes one not to be given medication,Medicine to be given I there own containers,The medicine to come with its own containers,Forcing something that do not add value,The hospital needs to have support groups,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Nyabola dispensary,GOK,Male,35-44,Nursery/Pre-school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,No,0.891,Positive,"wait_time, medicines_supplies, food_transport_support",None,Good service etiquette,None,Need for wards,More drugs to meet capacity,Timely services and good etiquette,Relief support especially with expectant mothers,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe sub county hospital,GOK,Male,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.5919,Positive,"staff_attitude, wait_time, food_transport_support, equipment_space",No challenge,No challenge on the body and no effect,No challenge,The Doctors be added to the hospital and expansion of the facility.,I think the Government should give us good machines,Accuracy and faster when it comes to deliver of service.,Nothing am just requesting for financial support.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Never attended school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4019,Positive,"staff_attitude, medicines_supplies, food_transport_support",Taking too long at facility during clinics visits,Social interaction with clients,Taking too long at facility during clinics visits,More additional staffs to speed up the workload,Additional staffs at facilities to speed up the work during services Delivery,Taking too long at facility during services Delivery,Food support to clients since they are on drugs,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Facility name sino Dispensary Code:14092,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Yes,Yes,Yes,Yes,0.872,Positive,"staff_attitude, medicines_supplies, food_transport_support, counseling_mental_health",Just ok,It give hope to live,Just ok,Addition of supplies of drugs,Put the the facility somewhere close to the gate for privancy,Likes.1. Getting drugs on time 2. Good treatment from nurses 3. Good counselling,Supplies of the porrige flour,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Homabay technical and referral hospital,GOK,Male,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.1506,Mixed / Neutral,"staff_attitude, medicines_supplies",None,How the doctors give the patient medicine,None,None,,,Doctors are ready to help and they are concern on how the patient coops up with life,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,17585 IDF,Private,Female,55-64,Primary school,Married,Unknown,Very satisfied,No,Other,Yes,Yes,Yes,Yes,0.9128,Positive,"staff_attitude, medicines_supplies, food_transport_support",Nothing,Good,Nothing,To add more drugs like septrine,Increase more staffs,Good,Food stuff like poridge flour,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Very satisfied,No,No,Yes,No,Yes,Yes,0.8176,Positive,"staff_attitude, equipment_space",Nothing,Services are always available and the services are generally good,Nothing,Add more medical staffs,Facilitate clients financially,I like how the staffs handle the clients with respect,These services should continue being available,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Ndhiwa Sub County Hospital,GOK,Female,18 to 30,University/College,Polygamous,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.9073,Positive,staff_attitude,I'm okay with everything,The nurses and doctors are very friendly,I'm okay with everything,They should improve on the service delivery,They should improve on the service delivery,It's the nearest facility to me,I'm okay with everything else as it is,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,KSCHMFLCODE13668,GOK,Female,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4404,Positive,,Wastage of time,Are good,Wastage of time,More health workers,More clinicians are required,None,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Female,25-34,Primary school,Separated,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.6249,Positive,"staff_attitude, medicines_supplies, food_transport_support",Nothing,Services are good,Nothing,Nutritional suppliment,"Enough Septrin, and EnoughDrugs for children","The Hygiene of the facility, staffs are supportive and understanding",Money for business,,,,
238.0,CLM Feedback,Facility service experience,2022-11-04,2022-11,Homa Bay,,LARCOD,Kisegi level IV hospital,GOK,Female,18-24,Secondary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.3948,Negative,"staff_attitude, wait_time, medicines_supplies, equipment_space","None, I'm satisfied",No queue,"None, I'm satisfied","None, satisfied",,"Staffs are friendly , availability of drugs",,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Yala dispensary,GOK,Female,31 to 55,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"wait_time, medicines_supplies, access_cost, counseling_mental_health",NA,"Render quick services, give advice to clients",NA,Offer more counselling sessions,N A,"Time msnagement, considerste, work without discrimination",There should be enough drugs for clients becsuse some could not afford buying,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rangwe,LARCOD,Asumbi mission Hospital mfl code(13488),FBO,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,No,Yes,Yes,0.2721,Positive,"staff_attitude, wait_time",None,"Quick services, understanding staff",None,None,None,,Just Grateful for ART,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital.,GOK,Female,65+,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.4404,Positive,"staff_attitude, equipment_space, confidentiality_stigma",Nothing,Ni effect on the body,Nothing,Doctors be brought in who qualifies,Good machines,Very close to my home and secrecy.,Nothing.,,,,
